<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PEO,60,20230112,140000,102,102.25,101.15,101.5,90080,0
PEO,60,20230112,150000,101.45,102.35,100.65,101.55,141382,0
PEO,60,20230112,160000,101.65,101.8,100.2,100.85,121164,0
PEO,60,20230112,170000,100.85,101.7,100.5,101.35,371693,0
PEO,60,20230113,100000,101.8,101.8,100.1,100.75,153399,0
PEO,60,20230113,110000,100.75,100.8,100.3,100.3,41814,0
PEO,60,20230113,120000,100.35,100.8,100,100.75,52968,0
PEO,60,20230113,130000,100.65,100.65,99.9,100.1,98447,0
PEO,60,20230113,140000,100,100.05,99.54,99.6,60828,0
PEO,60,20230113,150000,99.58,99.76,98.9,99.24,64671,0
PEO,60,20230113,160000,99.24,100.15,98.96,100.15,94423,0
PEO,60,20230113,170000,100.15,101.2,100,101,217017,0
PEO,60,20230116,100000,101,101.35,99.9,100.35,168868,0
PEO,60,20230116,110000,100.35,101.5,100.25,101,61772,0
PEO,60,20230116,120000,101,101.9,100.8,101.85,189207,0
PEO,60,20230116,130000,101.7,103.1,101.5,102.3,129846,0
PEO,60,20230116,140000,102.3,102.9,102.05,102.7,56357,0
PEO,60,20230116,150000,102.75,102.9,102.05,102.5,68819,0
PEO,60,20230116,160000,102.55,103.55,102.45,103.4,127455,0
PEO,60,20230116,170000,103.35,103.6,101.25,101.8,258438,0
PEO,60,20230117,100000,102,102.25,99.2,99.48,241576,0
PEO,60,20230117,110000,99.5,99.98,98.86,99.2,232282,0
PEO,60,20230117,120000,99.2,99.38,98.6,99,100620,0
PEO,60,20230117,130000,99.04,99.38,98.32,98.8,66193,0
PEO,60,20230117,140000,98.86,99.5,98.74,99.5,47075,0
PEO,60,20230117,150000,99.5,99.96,99.2,99.88,73780,0
PEO,60,20230117,160000,99.9,100,98.18,98.64,245367,0
PEO,60,20230117,170000,98.64,98.9,97.64,97.78,486566,0
PEO,60,20230118,100000,97.5,97.7,96.76,96.94,287829,0
PEO,60,20230118,110000,96.94,97.06,95.6,96.04,187170,0
PEO,60,20230118,120000,96.02,96.2,95.72,95.94,143043,0
PEO,60,20230118,130000,95.96,96,95.44,95.58,116240,0
PEO,60,20230118,140000,95.54,95.66,94.88,95.54,154869,0
PEO,60,20230118,150000,95.54,96.52,95.5,96.18,611063,0
PEO,60,20230118,160000,96.1,96.96,95.86,96.3,359271,0
PEO,60,20230118,170000,96.28,96.5,95.7,95.9,328686,0
PEO,60,20230119,100000,94.48,96.06,94.08,95.4,79396,0
PEO,60,20230119,110000,95.38,95.74,94.54,94.54,127295,0
PEO,60,20230119,120000,94.6,95.14,94.58,94.94,59658,0
PEO,60,20230119,130000,94.94,95.02,94.34,94.74,125029,0
PEO,60,20230119,140000,94.78,94.96,94.54,94.86,90515,0
PEO,60,20230119,150000,94.86,94.96,94.54,94.8,60374,0
PEO,60,20230119,160000,94.78,95.46,94.7,95.32,239813,0
PEO,60,20230119,170000,95.26,95.6,94.94,95.2,672017,0
PEO,60,20230120,100000,96,96,94.66,95,153589,0
PEO,60,20230120,110000,95,95.32,94.74,95.02,97988,0
PEO,60,20230120,120000,95,95.06,94.74,94.76,79893,0
PEO,60,20230120,130000,94.74,94.8,94.22,94.5,99593,0
PEO,60,20230120,140000,94.54,95.22,94.34,94.94,83514,0
PEO,60,20230120,150000,94.94,95.4,94.84,95,96159,0
PEO,60,20230120,160000,94.98,95.2,94.8,94.98,166699,0
PEO,60,20230120,170000,95,95.4,94.82,95.4,428581,0
PEO,60,20230123,100000,96.1,96.16,95.1,95.44,101841,0
PEO,60,20230123,110000,95.44,95.82,95.1,95.82,25989,0
PEO,60,20230123,120000,95.78,96.52,95.56,96.32,30370,0
PEO,60,20230123,130000,96.28,96.5,95.8,96.22,511349,0
PEO,60,20230123,140000,96.16,96.6,95.44,96.5,237877,0
