<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
KTY,60,20221104,160000,508,517,508,516,2107,0
KTY,60,20221104,170000,515,516,512,512,1551,0
KTY,60,20221107,100000,512,512,504,512,1411,0
KTY,60,20221107,110000,513,519,511,518,626,0
KTY,60,20221107,120000,518,522,516,522,1326,0
KTY,60,20221107,130000,523,526,521,526,917,0
KTY,60,20221107,140000,526,532,524,527,1212,0
KTY,60,20221107,150000,527,529,525,526,528,0
KTY,60,20221107,160000,527,529,524,526,535,0
KTY,60,20221107,170000,526,527,520,522,1983,0
KTY,60,20221108,100000,525,525,519,525,549,0
KTY,60,20221108,110000,523,524,522,524,250,0
KTY,60,20221108,120000,524,529,524,528,691,0
KTY,60,20221108,130000,528,528,526,528,180,0
KTY,60,20221108,140000,528,528,525,525,244,0
KTY,60,20221108,150000,528,528,526,527,153,0
KTY,60,20221108,160000,527,530,527,530,1050,0
KTY,60,20221108,170000,530,537,530,536,2079,0
KTY,60,20221109,100000,538,542,530,539,747,0
KTY,60,20221109,110000,537,544,537,542,608,0
KTY,60,20221109,120000,541,544,540,540,486,0
KTY,60,20221109,130000,541,542,540,542,201,0
KTY,60,20221109,140000,542,542,533,536,2469,0
KTY,60,20221109,150000,534,537,532,532,267,0
KTY,60,20221109,160000,533,534,519,521,2922,0
KTY,60,20221109,170000,525,525,520,521,1956,0
KTY,60,20221110,100000,520,529,515,518,3402,0
KTY,60,20221110,110000,521,522,518,521,358,0
KTY,60,20221110,120000,521,521,516,517,349,0
KTY,60,20221110,130000,518,522,518,522,158,0
KTY,60,20221110,140000,519,521,518,518,270,0
KTY,60,20221110,150000,521,536,521,533,1218,0
KTY,60,20221110,160000,533,545,530,540,1690,0
KTY,60,20221110,170000,540,545,535,543,1863,0
KTY,60,20221114,100000,545,546,534,542,1709,0
KTY,60,20221114,110000,540,543,538,540,795,0
KTY,60,20221114,120000,539,541,538,540,289,0
KTY,60,20221114,130000,540,540,536,536,191,0
KTY,60,20221114,140000,538,545,537,545,527,0
KTY,60,20221114,150000,545,549,545,549,880,0
KTY,60,20221114,160000,549,556,546,552,732,0
KTY,60,20221114,170000,552,555,547,550,2845,0
KTY,60,20221115,100000,550,551,542,542,554,0
KTY,60,20221115,110000,543,545,539,545,411,0
KTY,60,20221115,120000,545,546,544,546,46,0
KTY,60,20221115,130000,547,549,543,543,114,0
KTY,60,20221115,140000,545,549,545,549,260,0
KTY,60,20221115,150000,550,561,550,561,1267,0
KTY,60,20221115,160000,558,564,546,554,1719,0
KTY,60,20221115,170000,555,556,547,550,1323,0
KTY,60,20221116,100000,550,559,543,547,2115,0
KTY,60,20221116,110000,545,545,535,541,1059,0
KTY,60,20221116,120000,541,545,538,543,792,0
KTY,60,20221116,130000,543,543,538,540,462,0
KTY,60,20221116,140000,540,540,535,538,603,0
KTY,60,20221116,150000,539,540,534,537,538,0
KTY,60,20221116,160000,538,542,535,537,1290,0
KTY,60,20221116,170000,537,537,532,532,2285,0
KTY,60,20221117,100000,536,537,528,532,957,0
KTY,60,20221117,110000,532,539,530,538,563,0
KTY,60,20221117,120000,537,538,534,536,583,0
KTY,60,20221117,130000,534,536,534,535,705,0
KTY,60,20221117,140000,534,537,533,535,584,0
KTY,60,20221117,150000,535,538,525,537,1768,0
KTY,60,20221117,160000,538,545,536,545,1449,0
KTY,60,20221117,170000,545,546,535,539,2100,0
KTY,60,20221118,100000,540,545,535,543,553,0
KTY,60,20221118,110000,545,554,545,546,1610,0
KTY,60,20221118,120000,548,554,548,550,1225,0
KTY,60,20221118,130000,550,552,548,550,429,0
KTY,60,20221118,140000,549,551,543,543,703,0
KTY,60,20221118,150000,546,549,545,545,263,0
KTY,60,20221118,160000,547,548,541,545,726,0
KTY,60,20221118,170000,546,548,538,540,2150,0
KTY,60,20221121,100000,543,551,539,547,843,0
KTY,60,20221121,110000,545,549,545,548,472,0
KTY,60,20221121,120000,549,552,548,548,631,0
KTY,60,20221121,130000,548,556,548,551,858,0
KTY,60,20221121,140000,554,554,547,548,390,0
KTY,60,20221121,150000,546,555,546,553,730,0
KTY,60,20221121,160000,554,555,551,553,459,0
KTY,60,20221121,170000,554,555,541,542,2385,0
KTY,60,20221122,100000,543,549,537,542,771,0
KTY,60,20221122,110000,542,551,539,551,894,0
KTY,60,20221122,120000,551,555,550,554,670,0
KTY,60,20221122,130000,555,558,551,555,935,0
KTY,60,20221122,140000,555,556,550,550,1373,0
KTY,60,20221122,150000,549,558,549,557,1176,0
KTY,60,20221122,160000,557,560,557,558,947,0
KTY,60,20221122,170000,561,562,558,562,1359,0
KTY,60,20221123,100000,563,567,562,565,527,0
KTY,60,20221123,110000,566,569,564,569,358,0
KTY,60,20221123,120000,567,569,565,565,1413,0
KTY,60,20221123,130000,568,568,565,567,110,0
KTY,60,20221123,140000,566,568,566,567,215,0
KTY,60,20221123,150000,565,565,561,563,93,0
KTY,60,20221123,160000,561,562,560,562,823,0
KTY,60,20221123,170000,562,564,560,562,539,0
KTY,60,20221124,100000,569,569,555,555,634,0
KTY,60,20221124,110000,559,565,558,565,273,0
KTY,60,20221124,120000,561,564,559,560,83,0
KTY,60,20221124,130000,564,564,560,564,277,0
KTY,60,20221124,140000,565,565,561,565,112,0
KTY,60,20221124,150000,562,568,560,568,269,0
KTY,60,20221124,160000,567,568,565,565,192,0
KTY,60,20221124,170000,567,570,566,570,1312,0
KTY,60,20221125,100000,573,587,570,580,9955,0
KTY,60,20221125,110000,581,588,580,581,1380,0
KTY,60,20221125,120000,582,587,579,584,1369,0
KTY,60,20221125,130000,584,586,580,580,304,0
KTY,60,20221125,140000,580,582,577,578,484,0
KTY,60,20221125,150000,578,578,573,573,314,0
KTY,60,20221125,160000,573,586,573,586,1143,0
KTY,60,20221125,170000,586,587,581,585,1262,0
KTY,60,20221128,100000,585,589,575,579,883,0
KTY,60,20221128,110000,582,588,581,586,525,0
KTY,60,20221128,120000,582,585,580,583,450,0
KTY,60,20221128,130000,582,584,580,581,2208,0
KTY,60,20221128,140000,583,584,582,584,179,0
KTY,60,20221128,150000,582,583,579,580,716,0
KTY,60,20221128,160000,580,582,575,575,1847,0
KTY,60,20221128,170000,576,581,574,578,1834,0
KTY,60,20221129,100000,581,584,577,582,712,0
KTY,60,20221129,110000,582,585,581,582,469,0
KTY,60,20221129,120000,581,582,580,580,328,0
KTY,60,20221129,130000,579,583,579,583,161,0
KTY,60,20221129,140000,581,582,581,582,335,0
KTY,60,20221129,150000,582,582,581,582,210,0
KTY,60,20221129,160000,582,583,581,583,1250,0
KTY,60,20221129,170000,583,591,583,589,1798,0
KTY,60,20221130,100000,589,589,585,589,426,0
KTY,60,20221130,110000,590,594,590,590,280,0
KTY,60,20221130,120000,590,592,590,591,300,0
KTY,60,20221130,130000,590,592,589,590,368,0
KTY,60,20221130,140000,590,592,589,591,186,0
KTY,60,20221130,150000,591,591,589,590,1905,0
KTY,60,20221130,160000,590,591,589,589,320,0
KTY,60,20221130,170000,589,591,589,591,3636,0
KTY,60,20221201,100000,594,595,589,591,1072,0
KTY,60,20221201,110000,589,590,588,588,584,0
KTY,60,20221201,120000,590,591,589,590,2553,0
KTY,60,20221201,130000,588,590,588,588,1132,0
KTY,60,20221201,140000,588,590,588,588,1207,0
KTY,60,20221201,150000,587,590,584,585,23114,0
KTY,60,20221201,160000,585,588,585,587,1504,0
KTY,60,20221201,170000,587,592,584,592,2319,0
KTY,60,20221202,100000,592,605,588,600,3398,0
KTY,60,20221202,110000,600,601,593,598,10778,0
KTY,60,20221202,120000,599,600,594,596,970,0
KTY,60,20221202,130000,596,597,591,592,271,0
KTY,60,20221202,140000,591,594,589,593,564,0
KTY,60,20221202,150000,594,594,586,588,425,0
KTY,60,20221202,160000,586,589,583,587,749,0
KTY,60,20221202,170000,587,591,582,582,1529,0
KTY,60,20221205,100000,585,589,583,588,781,0
KTY,60,20221205,110000,588,588,586,588,162,0
KTY,60,20221205,120000,588,590,587,590,220,0
KTY,60,20221205,130000,591,591,587,589,264,0
KTY,60,20221205,140000,589,590,586,590,28,0
KTY,60,20221205,150000,588,588,580,580,697,0
KTY,60,20221205,160000,580,582,572,574,1607,0
KTY,60,20221205,170000,574,578,571,572,2076,0
KTY,60,20221206,100000,577,579,573,578,664,0
KTY,60,20221206,110000,579,580,578,580,239,0
KTY,60,20221206,120000,581,583,578,578,640,0
KTY,60,20221206,130000,578,585,578,582,665,0
KTY,60,20221206,140000,585,585,582,583,179,0
KTY,60,20221206,150000,583,584,582,582,386,0
KTY,60,20221206,160000,582,584,581,584,256,0
KTY,60,20221206,170000,583,583,580,583,917,0
KTY,60,20221207,100000,581,581,572,572,355,0
KTY,60,20221207,110000,575,575,568,570,312,0
KTY,60,20221207,120000,570,571,568,570,239,0
KTY,60,20221207,130000,572,572,570,572,96,0
KTY,60,20221207,140000,572,574,571,573,485,0
KTY,60,20221207,150000,571,573,563,568,1041,0
KTY,60,20221207,160000,566,571,566,567,883,0
KTY,60,20221207,170000,567,570,565,567,2257,0
KTY,60,20221208,100000,568,570,557,559,1678,0
KTY,60,20221208,110000,560,561,557,560,372,0
KTY,60,20221208,120000,559,561,558,560,320,0
KTY,60,20221208,130000,560,560,557,558,848,0
KTY,60,20221208,140000,557,560,557,560,175,0
KTY,60,20221208,150000,560,560,558,560,334,0
KTY,60,20221208,160000,557,560,556,560,965,0
KTY,60,20221208,170000,560,560,552,556,1970,0
KTY,60,20221209,100000,558,569,557,564,529,0
KTY,60,20221209,110000,565,567,564,565,1192,0
KTY,60,20221209,120000,566,567,565,565,622,0
KTY,60,20221209,130000,566,567,562,565,804,0
KTY,60,20221209,140000,563,567,561,561,657,0
KTY,60,20221209,150000,562,563,556,559,660,0
KTY,60,20221209,160000,558,560,556,556,1155,0
KTY,60,20221209,170000,555,558,553,558,2072,0
KTY,60,20221212,100000,559,567,558,562,1719,0
KTY,60,20221212,110000,564,565,559,559,459,0
KTY,60,20221212,120000,561,563,559,560,386,0
KTY,60,20221212,130000,562,562,556,561,334,0
KTY,60,20221212,140000,559,561,556,559,746,0
KTY,60,20221212,150000,558,562,558,562,383,0
KTY,60,20221212,160000,560,560,555,556,1082,0
KTY,60,20221212,170000,557,561,556,561,1175,0
KTY,60,20221213,100000,562,564,557,557,1072,0
KTY,60,20221213,110000,558,560,554,554,759,0
KTY,60,20221213,120000,554,559,554,558,446,0
KTY,60,20221213,130000,558,558,555,555,498,0
KTY,60,20221213,140000,555,557,549,551,3007,0
KTY,60,20221213,150000,551,556,549,555,6742,0
KTY,60,20221213,160000,554,555,553,555,3572,0
KTY,60,20221213,170000,555,558,552,554,4060,0
KTY,60,20221214,100000,559,560,554,555,635,0
KTY,60,20221214,110000,554,555,550,552,7333,0
KTY,60,20221214,120000,552,553,549,549,1452,0
KTY,60,20221214,130000,550,550,546,548,707,0
KTY,60,20221214,140000,548,550,546,550,416,0
KTY,60,20221214,150000,550,550,548,550,587,0
KTY,60,20221214,160000,550,550,549,550,594,0
KTY,60,20221214,170000,550,550,547,548,1539,0
KTY,60,20221215,100000,556,556,548,549,887,0
KTY,60,20221215,110000,547,550,546,549,267,0
KTY,60,20221215,120000,548,549,545,548,457,0
KTY,60,20221215,130000,546,547,544,546,402,0
KTY,60,20221215,140000,546,548,544,544,310,0
KTY,60,20221215,150000,544,546,539,539,2584,0
KTY,60,20221215,160000,539,540,537,538,735,0
KTY,60,20221215,170000,538,539,535,538,2644,0
KTY,60,20221216,100000,541,548,537,537,941,0
KTY,60,20221216,110000,538,539,533,534,416,0
KTY,60,20221216,120000,535,535,530,530,1457,0
KTY,60,20221216,130000,529,533,528,533,328,0
KTY,60,20221216,140000,533,535,533,535,683,0
KTY,60,20221216,150000,535,535,533,534,678,0
KTY,60,20221216,160000,535,541,526,528,8930,0
KTY,60,20221216,170000,528,530,520,530,22578,0
KTY,60,20221219,100000,531,534,525,529,632,0
KTY,60,20221219,110000,529,530,527,530,499,0
KTY,60,20221219,120000,529,530,528,528,435,0
KTY,60,20221219,130000,529,529,526,526,436,0
KTY,60,20221219,140000,528,529,527,528,282,0
KTY,60,20221219,150000,528,530,527,529,5032,0
KTY,60,20221219,160000,530,530,527,530,595,0
KTY,60,20221219,170000,530,530,527,530,1117,0
KTY,60,20221220,100000,528,530,526,530,306,0
KTY,60,20221220,110000,530,530,526,527,1070,0
KTY,60,20221220,120000,528,528,525,527,570,0
KTY,60,20221220,130000,526,528,505,508,5437,0
KTY,60,20221220,140000,509,510,507,510,3681,0
KTY,60,20221220,150000,510,510,495.5,495.5,3657,0
KTY,60,20221220,160000,496,505,493,499,3022,0
KTY,60,20221220,170000,499,499.5,495.5,496,4655,0
KTY,60,20221221,100000,495,496,473,474.5,13490,0
KTY,60,20221221,110000,474.5,476,464,466,19464,0
KTY,60,20221221,120000,466,471.5,453,455,46531,0
KTY,60,20221221,130000,455,457,452.5,457,7958,0
KTY,60,20221221,140000,457,465,454,462.5,16750,0
KTY,60,20221221,150000,462.5,465,460,463,11522,0
KTY,60,20221221,160000,463,464,456,456,9250,0
KTY,60,20221221,170000,456,458,454.5,455,21159,0
KTY,60,20221222,100000,456,460,450,454.5,12551,0
KTY,60,20221222,110000,454,457,452.5,454,5434,0
KTY,60,20221222,120000,454,455,452,453.5,4576,0
KTY,60,20221222,130000,454,455,452.5,455,2439,0
KTY,60,20221222,140000,455,457,454,456,1527,0
KTY,60,20221222,150000,456,458,454.5,455,3006,0
KTY,60,20221222,160000,455.5,457,452,454,2887,0
KTY,60,20221222,170000,454,455.5,452.5,455,2458,0
KTY,60,20221223,100000,456,462,454.5,460.5,4915,0
KTY,60,20221223,110000,461,461.5,452.5,455,6169,0
KTY,60,20221223,120000,455,455.5,453.5,455,1218,0
KTY,60,20221223,130000,454.5,456,454.5,455,830,0
KTY,60,20221223,140000,455,459.5,455,459,1376,0
KTY,60,20221223,150000,458.5,468,458.5,465,3941,0
KTY,60,20221223,160000,463.5,467.5,463.5,466,2122,0
KTY,60,20221223,170000,466,467,463,465.5,2340,0
KTY,60,20221227,100000,472,473,451.5,452.5,12703,0
KTY,60,20221227,110000,452.5,453,448,449.5,8798,0
KTY,60,20221227,120000,450,452,448.5,451,2468,0
KTY,60,20221227,130000,452,455,451,454,1830,0
KTY,60,20221227,140000,453,455,452,454.5,2208,0
KTY,60,20221227,150000,454,454.5,453.5,454.5,1396,0
KTY,60,20221227,160000,454,455,453.5,454.5,2641,0
KTY,60,20221227,170000,454,454,449,449,8822,0
KTY,60,20221228,100000,450,454.5,450,451,2062,0
KTY,60,20221228,110000,450,451,444,447,9296,0
KTY,60,20221228,120000,448,450,447,450,1540,0
